path,Title,Artist,Album,Year,Duration,Genre,Format,Bitrate
Ingrid Michaelson/Lights Out/04 You Got Me (feat. Storyman).mp3,You Got Me (feat. Storyman),Ingrid Michaelson,Lights Out,2014,03:13,Indie Pop,mp3,278.7184979702301
Ingrid Michaelson/Lights Out/05 Warpath.mp3,Warpath,Ingrid Michaelson,Lights Out,2014,02:27,Indie Pop,mp3,273.98232701190267
Ingrid Michaelson/Lights Out/06 Handsome Hands.mp3,Handsome Hands,Ingrid Michaelson,Lights Out,2014,03:36,Indie Pop,mp3,271.9355594849474
Ingrid Michaelson/Lights Out/07 Time Machine.mp3,Time Machine,Ingrid Michaelson,Lights Out,2014,03:32,Indie Pop,mp3,275.2849862958857
Ingrid Michaelson/Lights Out/08 One Night Town (feat. Mat Kearney).mp3,One Night Town (feat. Mat Kearney),Ingrid Michaelson,Lights Out,2014,03:14,Indie Pop,mp3,268.5351620339211
Ingrid Michaelson/Lights Out/09 Open Hands (feat. Trent Dabbs).mp3,Open Hands (feat. Trent Dabbs),Ingrid Michaelson,Lights Out,2014,04:06,Indie Pop,mp3,251.3931435131118
Ingrid Michaelson/Lights Out/10 Ready To Lose (feat. Trent Dabbs).mp3,Ready To Lose (feat. Trent Dabbs),Ingrid Michaelson,Lights Out,2014,03:33,Indie Pop,mp3,229.38282705983323
Ingrid Michaelson/Lights Out/11 Stick.mp3,Stick,Ingrid Michaelson,Lights Out,2014,03:35,Indie Pop,mp3,273.72979910714287
Ingrid Michaelson/Lights Out/12 Afterlife.mp3,Afterlife,Ingrid Michaelson,Lights Out,2014,04:04,Indie Pop,mp3,275.024791956545
Ingrid Michaelson/Lights Out/13 Over You (feat. A Great Big World).mp3,Over You (feat. A Great Big World),Ingrid Michaelson,Lights Out,2014,04:43,Indie Pop,mp3,245.40807897286822
Ingrid Michaelson/Lights Out/14 Everyone Is Gonna Love Me Now.mp3,Everyone Is Gonna Love Me Now,Ingrid Michaelson,Lights Out,2014,05:17,Indie Pop,mp3,244.40019207794347
Ingrid Michaelson/Turn To Stone - Single/Turn To Stone.mp3,Unavailable,Ingrid Michaelson,Turn To Stone - Single,Unavailable,12:16,Unavailable,mp3,48.0
Jessie Ware/What's Your Pleasure/01. Spotlight.mp3,Spotlight,Jessie Ware,What's Your Pleasure?,2020,05:31,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/02. What’s Your Pleasure.mp3,What’s Your Pleasure?,Jessie Ware,What's Your Pleasure?,2020,04:38,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/03. Ooh La La.mp3,Ooh La La,Jessie Ware,What's Your Pleasure?,2020,03:48,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/04. Soul Control.mp3,Soul Control,Jessie Ware,What's Your Pleasure?,2020,03:59,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/05. Save A Kiss.mp3,Save A Kiss,Jessie Ware,What's Your Pleasure?,2020,04:02,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/06. Adore You.mp3,Adore You,Jessie Ware,What's Your Pleasure?,2020,03:46,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/07. In Your Eyes.mp3,In Your Eyes,Jessie Ware,What's Your Pleasure?,2020,04:58,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/08. Step Into My Life.mp3,Step Into My Life,Jessie Ware,What's Your Pleasure?,2020,03:37,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/09. Read My Lips.mp3,Read My Lips,Jessie Ware,What's Your Pleasure?,2020,04:03,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/10. Mirage (Don’t Stop).mp3,Mirage (Don’t Stop),Jessie Ware,What's Your Pleasure?,2020,04:47,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/11. The Kill.mp3,The Kill,Jessie Ware,What's Your Pleasure?,2020,04:37,Alternative Pop,mp3,320.0
Jessie Ware/What's Your Pleasure/12. Remember Where You Are.mp3,Remember Where You Are,Jessie Ware,What's Your Pleasure?,2020,05:34,Alternative Pop,mp3,320.0
Kylie Minogue/Disco/01. Magic.mp3,Magic,Kylie Minogue,Disco,2020,04:11,Pop,mp3,320.0
Kylie Minogue/Disco/02. Miss A Thing.mp3,Miss A Thing,Kylie Minogue,Disco,2020,03:56,Pop,mp3,320.0
Kylie Minogue/Disco/03. Real Groove.mp3,Real Groove,Kylie Minogue,Disco,2020,03:14,Pop,mp3,320.0
Kylie Minogue/Disco/04. Monday Blues.mp3,Monday Blues,Kylie Minogue,Disco,2020,03:09,Pop,mp3,320.0
Kylie Minogue/Disco/05. Supernova.mp3,Supernova,Kylie Minogue,Disco,2020,03:17,Pop,mp3,320.0
Kylie Minogue/Disco/06. Say Something.mp3,Say Something,Kylie Minogue,Disco,2020,03:33,Pop,mp3,320.0
Kylie Minogue/Disco/07. Last Chance.mp3,Last Chance,Kylie Minogue,Disco,2020,03:03,Pop,mp3,320.0
Kylie Minogue/Disco/08. I Love It.mp3,I Love It,Kylie Minogue,Disco,2020,03:50,Pop,mp3,320.0
Kylie Minogue/Disco/09. Where Does The DJ Go?.mp3,Where Does The DJ Go?,Kylie Minogue,Disco,2020,03:01,Pop,mp3,320.0
Kylie Minogue/Disco/10. Dance Floor Darling.mp3,Dance Floor Darling,Kylie Minogue,Disco,2020,03:12,Pop,mp3,320.0
Kylie Minogue/Disco/11. Unstoppable.mp3,Unstoppable,Kylie Minogue,Disco,2020,03:34,Pop,mp3,320.0
Kylie Minogue/Disco/12. Celebrate You.mp3,Celebrate You,Kylie Minogue,Disco,2020,03:41,Pop,mp3,320.0
Lady Gaga/Chromatica/01. Chromatica I.mp3,Chromatica I,Lady Gaga,Chromatica,Unavailable,01:00,Pop,mp3,320.0
Lady Gaga/Chromatica/02. Alice.mp3,Alice,Lady Gaga,Chromatica,Unavailable,02:57,Pop,mp3,320.0
Lady Gaga/Chromatica/03. Stupid Love.mp3,Stupid Love,Lady Gaga,Chromatica,Unavailable,03:13,Pop,mp3,320.0
Lady Gaga/Chromatica/04. Rain On Me.mp3,Rain On Me (feat. Ariana Grande),Lady Gaga,Chromatica,Unavailable,03:02,Pop,mp3,320.0
Lady Gaga/Chromatica/05. Free Woman.mp3,Free Woman,Lady Gaga,Chromatica,Unavailable,03:11,Pop,mp3,320.0
Lady Gaga/Chromatica/06. Fun Tonight.mp3,Fun Tonight,Lady Gaga,Chromatica,Unavailable,02:53,Pop,mp3,320.0
Lady Gaga/Chromatica/07. Chromatica II.mp3,Chromatica II,Lady Gaga,Chromatica,Unavailable,00:41,Pop,mp3,320.0
Lady Gaga/Chromatica/08. 911.mp3,911,Lady Gaga,Chromatica,Unavailable,02:52,Pop,mp3,320.0
Lady Gaga/Chromatica/09. Plastic Doll.mp3,Plastic Doll,Lady Gaga,Chromatica,Unavailable,03:41,Pop,mp3,320.0
Lady Gaga/Chromatica/10. Sour Candy.mp3,Sour Candy (feat. Blackpink),Lady Gaga,Chromatica,Unavailable,02:37,Pop,mp3,320.0
Lady Gaga/Chromatica/11. Enigma.mp3,Enigma,Lady Gaga,Chromatica,Unavailable,02:59,Pop,mp3,320.0
Lady Gaga/Chromatica/12. Replay.mp3,Replay,Lady Gaga,Chromatica,Unavailable,03:06,Pop,mp3,320.0
Lady Gaga/Chromatica/13. Chromatica III.mp3,Chromatica III,Lady Gaga,Chromatica,Unavailable,00:27,Pop,mp3,320.0
Lady Gaga/Chromatica/14. Sine From Above.mp3,Sine From Above (feat. Elton John),Lady Gaga,Chromatica,Unavailable,04:04,Pop,mp3,320.0
Lady Gaga/Chromatica/15. 1000 Doves.mp3,1000 Doves,Lady Gaga,Chromatica,Unavailable,03:35,Pop,mp3,320.0
Lady Gaga/Chromatica/16. Babylon.mp3,Babylon,Lady Gaga,Chromatica,Unavailable,02:41,Pop,mp3,320.0
Lana Del Rey/Born To Die/01 Born To Die.mp3,Born To Die,Lana Del Rey,Born To Die,2012,04:46,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/02 Off To The Races.mp3,Off To The Races,Lana Del Rey,Born To Die,2012,05:00,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/03 Blue Jeans.mp3,Blue Jeans,Lana Del Rey,Born To Die,2012,03:29,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/04 Video Games.mp3,Video Games,Lana Del Rey,Born To Die,2012,04:42,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/05 Diet Mountain Dew.mp3,Diet Mountain Dew,Lana Del Rey,Born To Die,2012,03:43,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/06 National Anthem.mp3,National Anthem,Lana Del Rey,Born To Die,2012,03:50,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/07 Dark Paradise.mp3,Dark Paradise,Lana Del Rey,Born To Die,2012,04:03,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/08 Radio.mp3,Radio,Lana Del Rey,Born To Die,2012,03:34,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/09 Carmen.mp3,Carmen,Lana Del Rey,Born To Die,2012,04:08,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/10 Million Dollar Man.mp3,Million Dollar Man,Lana Del Rey,Born To Die,2012,03:51,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/11 Summertime Sadness.mp3,Summertime Sadness,Lana Del Rey,Born To Die,2012,04:25,Indie Pop,mp3,320.0
Lana Del Rey/Born To Die/12 This Is What Makes Us Girls.mp3,This Is What Makes Us Girls,Lana Del Rey,Born To Die,2012,04:00,Indie Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/01. Norman Fucking Rockwell.mp3,Norman Fucking Rockwell,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,04:08,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/02. Mariners Apartment Complex.mp3,Mariners Apartment Complex,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,04:07,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/03. Venice Bitch.mp3,Venice Bitch,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,09:37,Pop,mp3,320.0
"Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/04. Fuck It, I Love You.mp3","Fuck It, I Love You",Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,03:38,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/05. Doin’ Time.mp3,Doin' Time,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,03:22,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/06. Love Song.mp3,Love Song,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,03:49,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/07. Cinnamon Girl.mp3,Cinnamon Girl,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,05:00,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/08. How To Disappear.mp3,How To Disappear,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,03:48,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/09. California.mp3,California,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,05:05,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/10. The Next Best American Record.mp3,The Next Best American Record,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,05:49,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/11. The Greatest.mp3,The Greatest,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,05:00,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/12. Bartender.mp3,Bartender,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,04:23,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/13. Happiness Is A Butterfly.mp3,Happiness Is A Butterfly,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,04:32,Pop,mp3,320.0
Lana Del Rey/Norman Fucking Rockwell!/Lana Del Rey - NFR! Norman Fucking Rockwell (2019)/14. Hope Is A Dangerous Thing For A Woman Like Me To Have-But I Have It.mp3,Hope Is A Dangerous Thing For A Woman Like Me To Have-But I Have It,Lana Del Rey,NFR!: Norman Fucking Rockwell,2019,05:58,Pop,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Can't Take My Eyes Off Of You.mp3,Can't Take My Eyes Off Of You,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,03:41,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Doo Wop (That Thing).mp3,Doo Wop (That Thing),Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:20,R&B,mp3,320.0
"Lauryn Hill/The Miseducation Of Lauryn Hill/Every Ghetto, Every City.mp3","Every Ghetto, Every City",Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:14,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Everything Is Everything.mp3,Everything Is Everything,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,04:53,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Ex-Factor.mp3,Ex-Factor,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:26,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Final Hour.mp3,Final Hour,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,04:16,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Forgive Them Father.mp3,Forgive Them Father,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:15,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/I Used To Love Him.mp3,I Used To Love Him,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:39,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Intro.mp3,Intro,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,00:47,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Lost Ones.mp3,Lost Ones,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:33,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Miseducation Of Lauryn Hill.mp3,Miseducation Of Lauryn Hill,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,04:17,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Nothing Even Matters.mp3,Nothing Even Matters,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:50,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Superstar.mp3,Superstar,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,04:57,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/Tell Him.mp3,Tell Him,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,04:40,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/To Zion.mp3,To Zion,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,06:09,R&B,mp3,320.0
Lauryn Hill/The Miseducation Of Lauryn Hill/When It Hurts So Bad.mp3,When It Hurts So Bad,Lauryn Hill,The Miseducation Of Lauryn Hill,1998,05:42,R&B,mp3,320.0
Lorde/Melodrama/01. - Green Light.mp3,Green Light,Lorde,Melodrama,2017,03:54,Pop,mp3,320.0
Lorde/Melodrama/02. - Sober.mp3,Sober,Lorde,Melodrama,2017,03:17,Pop,mp3,320.0
Lorde/Melodrama/03. - Homemade Dynamite.mp3,Homemade Dynamite,Lorde,Melodrama,2017,03:09,Pop,mp3,320.0
Lorde/Melodrama/04. - The Louvre.mp3,The Louvre,Lorde,Melodrama,2017,04:31,Pop,mp3,320.0
Lorde/Melodrama/05. - Liability.mp3,Liability,Lorde,Melodrama,2017,02:51,Pop,mp3,320.0
Lorde/Melodrama/06. - Hard Feelings  Loveless.mp3,Hard Feelings / Loveless,Lorde,Melodrama,2017,06:07,Pop,mp3,320.0
Lorde/Melodrama/07. - Sober II (Melodrama).mp3,Sober II (Melodrama),Lorde,Melodrama,2017,02:58,Pop,mp3,320.0
Lorde/Melodrama/08. - Writer In the Dark.mp3,Writer In the Dark,Lorde,Melodrama,2017,03:36,Pop,mp3,320.0
Lorde/Melodrama/09. - Supercut.mp3,Supercut,Lorde,Melodrama,2017,04:37,Pop,mp3,320.0
Lorde/Melodrama/10. - Liability (Reprise).mp3,Liability (Reprise),Lorde,Melodrama,2017,02:16,Pop,mp3,320.0
Lorde/Melodrama/11. - Perfect Places.mp3,Perfect Places,Lorde,Melodrama,2017,03:41,Pop,mp3,320.0
Lorde/Pure Heroine/02 400 Lux.mp3,400 Lux,Lorde,Pure Heroine,2013,03:54,Indie Pop,mp3,320.0
Lorde/Pure Heroine/03 Royals.mp3,Royals,Lorde,Pure Heroine,2013,03:10,Indie Pop,mp3,320.0
Lorde/Pure Heroine/04 Ribs.mp3,Ribs,Lorde,Pure Heroine,2013,04:18,Indie Pop,mp3,320.0
Lorde/Pure Heroine/05 Buzzcut Season.mp3,Buzzcut Season,Lorde,Pure Heroine,2013,04:05,Indie Pop,mp3,320.0
Lorde/Pure Heroine/06 Team.mp3,Team,Lorde,Pure Heroine,2013,03:13,Indie Pop,mp3,320.0
Lorde/Pure Heroine/07 Glory and Gore.mp3,Glory and Gore,Lorde,Pure Heroine,2013,03:30,Indie Pop,mp3,320.0
Lorde/Pure Heroine/08 Still Sane.mp3,Still Sane,Lorde,Pure Heroine,2013,03:07,Indie Pop,mp3,320.0
Lorde/Pure Heroine/09 White Teeth Teens.mp3,White Teeth Teens,Lorde,Pure Heroine,2013,03:36,Indie Pop,mp3,320.0
Lorde/Pure Heroine/10 A World Alone.mp3,A World Alone,Lorde,Pure Heroine,2013,04:54,Indie Pop,mp3,320.0
Nadia Reid/Out of My Province/01 All of My Love.mp3,All of My Love,Nadia Reid,Out of My Province,2020,04:07,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/02 High & Lonely.mp3,High & Lonely,Nadia Reid,Out of My Province,2020,03:39,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/03 Oh Canada.mp3,Oh Canada,Nadia Reid,Out of My Province,2020,04:47,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/04 Heart to Ride.mp3,Heart to Ride,Nadia Reid,Out of My Province,2020,04:09,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/05 Other Side of the Wheel.mp3,Other Side of the Wheel,Nadia Reid,Out of My Province,2020,04:01,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/06 Best Thing.mp3,Best Thing,Nadia Reid,Out of My Province,2020,04:10,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/07 I Don't Wanna Take Anything From You.mp3,I Don't Wanna Take Anything From You,Nadia Reid,Out of My Province,2020,03:56,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/08 The Future.mp3,The Future,Nadia Reid,Out of My Province,2020,03:32,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/09 Who Is Protecting Me.mp3,Who Is Protecting Me,Nadia Reid,Out of My Province,2020,03:27,Unavailable,mp3,320.0
Nadia Reid/Out of My Province/10 Get the Devil Out.mp3,Get the Devil Out,Nadia Reid,Out of My Province,2020,03:59,Unavailable,mp3,320.0
Phoebe & Maggie/Iris/01 Iris 2.mp3,Iris,Phoebe & Maggie,Iris,2020,03:09,Alternative,mp3,320.0
Phoebe & Maggie/Iris/01 Iris.mp3,Iris,Phoebe & Maggie,Iris,2020,03:09,Alternative,mp3,320.0
Phoebe Bridgers/Punisher/01 DVD Menu.mp3,DVD Menu,Phoebe Bridgers,Punisher,Unavailable,01:10,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/02 Garden Song.mp3,Garden Song,Phoebe Bridgers,Punisher,Unavailable,03:39,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/03 Kyoto.mp3,Kyoto,Phoebe Bridgers,Punisher,Unavailable,03:04,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/04 Punisher.mp3,Punisher,Phoebe Bridgers,Punisher,Unavailable,03:09,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/05 Halloween.mp3,Halloween,Phoebe Bridgers,Punisher,Unavailable,04:31,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/06 Chinese Satellite.mp3,Chinese Satellite,Phoebe Bridgers,Punisher,Unavailable,03:37,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/07 Moon Song.mp3,Moon Song,Phoebe Bridgers,Punisher,Unavailable,04:37,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/08 Savior Complex.mp3,Savior Complex,Phoebe Bridgers,Punisher,Unavailable,04:01,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/09 ICU.mp3,ICU,Phoebe Bridgers,Punisher,Unavailable,03:10,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/10 Graceland Too.mp3,Graceland Too,Phoebe Bridgers,Punisher,Unavailable,03:56,Unavailable,mp3,320.0
Phoebe Bridgers/Punisher/11 I Know The End.mp3,I Know The End,Phoebe Bridgers,Punisher,Unavailable,05:44,Unavailable,mp3,320.0
Phoenix/Alphabetical/01 Everything Is Eveything.mp3,Everything Is Eveything,Phoenix,Alphabetical,2004,03:01,Indie Pop,mp3,227.02744607229624
Phoenix/Alphabetical/02 Run Run Run.mp3,Run Run Run,Phoenix,Alphabetical,2004,03:50,Indie Pop,mp3,213.007393266227
Phoenix/Alphabetical/03 I'm An Actor.mp3,I'm An Actor,Phoenix,Alphabetical,2004,02:33,Indie Pop,mp3,197.09806922943122
Phoenix/Alphabetical/04 Love For Granted.mp3,Love For Granted,Phoenix,Alphabetical,2004,04:24,Indie Pop,mp3,200.85600966378095
Phoenix/Alphabetical/05 Victim Of The Crime.mp3,Victim Of The Crime,Phoenix,Alphabetical,2004,04:02,Indie Pop,mp3,207.29457910973997
Phoenix/Alphabetical/06 (You Can't Blame It On) Anybody.mp3,(You Can't Blame It On) Anybody,Phoenix,Alphabetical,2004,03:33,Indie Pop,mp3,207.7318578553616
Phoenix/Alphabetical/07 Congratulations.mp3,Congratulations,Phoenix,Alphabetical,2004,01:12,Indie Pop,mp3,198.69972482113374
Phoenix/Alphabetical/08 If It's Not With You.mp3,If It's Not With You,Phoenix,Alphabetical,2004,03:57,Indie Pop,mp3,193.5470224719101
Phoenix/Alphabetical/09 Holdin' On Together.mp3,Holdin' On Together,Phoenix,Alphabetical,2004,03:27,Indie Pop,mp3,193.95922230090775
Phoenix/Alphabetical/10 Alphabetical.mp3,Alphabetical,Phoenix,Alphabetical,2004,07:32,Indie Pop,mp3,135.67973733031008
Phoenix/Bankrupt!/01 Entertainment.mp3,Entertainment,Phoenix,Bankrupt!,2013,03:40,Rock,mp3,320.0
Phoenix/Bankrupt!/02 The Real Thing.mp3,The Real Thing,Phoenix,Bankrupt!,2013,03:22,Rock,mp3,320.0
Phoenix/Bankrupt!/03 S.O.S. in Bel Air.mp3,S.O.S. in Bel Air,Phoenix,Bankrupt!,2013,03:43,Rock,mp3,320.0
Phoenix/Bankrupt!/04 Trying to Be Cool.mp3,Trying to Be Cool,Phoenix,Bankrupt!,2013,03:48,Rock,mp3,320.0
Phoenix/Bankrupt!/05 Bankrupt!.mp3,Bankrupt!,Phoenix,Bankrupt!,2013,06:57,Rock,mp3,320.0
Phoenix/Bankrupt!/06 Drakkar Noir.mp3,Drakkar Noir,Phoenix,Bankrupt!,2013,03:22,Rock,mp3,320.0
Phoenix/Bankrupt!/07 Chloroform.mp3,Chloroform,Phoenix,Bankrupt!,2013,04:04,Rock,mp3,320.0
Phoenix/Bankrupt!/08 Don't.mp3,Don't,Phoenix,Bankrupt!,2013,03:16,Rock,mp3,320.0
Phoenix/Bankrupt!/09 Bourgeois.mp3,Bourgeois,Phoenix,Bankrupt!,2013,04:53,Rock,mp3,320.0
Phoenix/Bankrupt!/10 Oblique City.mp3,Oblique City,Phoenix,Bankrupt!,2013,03:30,Rock,mp3,320.0
Phoenix/It's Never Been Like That/01 Napoleon Says.mp3,Napoleon Says,Phoenix,It's Never Been Like That,2006,03:13,Alternative,mp3,245.36267566822815
Phoenix/It's Never Been Like That/02 Consolation Prizes.mp3,Consolation Prizes,Phoenix,It's Never Been Like That,2006,03:16,Alternative,mp3,211.24255723894285
Phoenix/It's Never Been Like That/03 Rally.mp3,Rally,Phoenix,It's Never Been Like That,2006,03:17,Alternative,mp3,225.24283298383278
Phoenix/It's Never Been Like That/04 Long Distance Call.mp3,Long Distance Call,Phoenix,It's Never Been Like That,2006,03:04,Alternative,mp3,184.11280051981805
Phoenix/It's Never Been Like That/05 One Time Too Many.mp3,One Time Too Many,Phoenix,It's Never Been Like That,2006,03:40,Alternative,mp3,204.10710402319683
Phoenix/It's Never Been Like That/06 Lost And Found.mp3,Lost And Found,Phoenix,It's Never Been Like That,2006,02:56,Alternative,mp3,194.25202058422886
Phoenix/It's Never Been Like That/07 Courtesy Laughs.mp3,Courtesy Laughs,Phoenix,It's Never Been Like That,2006,03:14,Alternative,mp3,217.74053795085894
Phoenix/It's Never Been Like That/08 North.mp3,North,Phoenix,It's Never Been Like That,2006,05:01,Alternative,mp3,195.81910365880637
Phoenix/It's Never Been Like That/09 Sometimes In The Fall.mp3,Sometimes In The Fall,Phoenix,It's Never Been Like That,2006,05:49,Alternative,mp3,189.7703299637612
Phoenix/It's Never Been Like That/10 Second To None.mp3,Second To None,Phoenix,It's Never Been Like That,2006,03:25,Alternative,mp3,189.75350831600832
Phoenix/Wolfgang Amadeus Phoenix/01 Lisztomania.mp3,Lisztomania,Phoenix,Wolfgang Amadeus Phoenix,2009,04:08,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/02 1901.mp3,1901,Phoenix,Wolfgang Amadeus Phoenix,2009,03:18,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/03 Fences.mp3,Fences,Phoenix,Wolfgang Amadeus Phoenix,2009,03:50,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/04 Love Like A Sunset.mp3,Love Like A Sunset,Phoenix,Wolfgang Amadeus Phoenix,2009,07:38,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/05 Lasso.mp3,Lasso,Phoenix,Wolfgang Amadeus Phoenix,2009,02:50,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/06 Rome.mp3,Rome,Phoenix,Wolfgang Amadeus Phoenix,2009,04:49,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/07 Countdown (Sick For The Big Sun).mp3,Countdown (Sick For The Big Sun),Phoenix,Wolfgang Amadeus Phoenix,2009,04:00,Alternative Rock,mp3,320.0
Phoenix/Wolfgang Amadeus Phoenix/08 Girlfriend.mp3,Girlfriend,Phoenix,Wolfgang Amadeus Phoenix,2009,03:23,Alternative Rock,mp3,320.0
