path,Title,Artist,Album,Year,Duration,Genre,Format,Bitrate
The Japanese House/Good At Falling [Explicit]/12 f a r a w a y.mp3,f a r a w a y,The Japanese House,Good At Falling [Explicit],2019,02:50,Unavailable,mp3,320.0
The Japanese House/Good At Falling [Explicit]/13 i saw you in a dream.mp3,i saw you in a dream,The Japanese House,Good At Falling [Explicit],2019,03:20,Unavailable,mp3,320.0
The Middle East/I Want That You Are Always Happy/Hunger Song.mp3,Unavailable,The Middle East,I Want That You Are Always Happy,Unavailable,04:20,Unavailable,mp3,128.0
The Middle East/The Recordings of the Middle East/Blood.mp3,Unavailable,The Middle East,The Recordings of the Middle East,Unavailable,05:31,Unavailable,mp3,128.0
The National/Boxer/01 Fake Empire.mp3,Fake Empire,The National,Boxer,2007,03:27,Rock,mp3,320.0
The National/Boxer/02 Mistaken For Strangers.mp3,Mistaken For Strangers,The National,Boxer,2007,03:33,Rock,mp3,320.0
The National/Boxer/03 Brainy.mp3,Brainy,The National,Boxer,2007,03:20,Rock,mp3,320.0
The National/Boxer/04 Squalor Victoria.mp3,Squalor Victoria,The National,Boxer,2007,03:01,Rock,mp3,320.0
The National/Boxer/05 Green Gloves.mp3,Green Gloves,The National,Boxer,2007,03:41,Rock,mp3,320.0
The National/Boxer/06 Slow Show.mp3,Slow Show,The National,Boxer,2007,04:10,Rock,mp3,320.0
The National/Boxer/07 Apartment Story.mp3,Apartment Story,The National,Boxer,2007,03:34,Rock,mp3,320.0
The National/Boxer/08 Start A War.mp3,Start A War,The National,Boxer,2007,03:18,Rock,mp3,320.0
The National/Boxer/09 Guest Room.mp3,Guest Room,The National,Boxer,2007,03:21,Rock,mp3,320.0
The National/Boxer/10 Racing Like A Pro.mp3,Racing Like A Pro,The National,Boxer,2007,03:26,Rock,mp3,320.0
The National/Boxer/11 Ada.mp3,Ada,The National,Boxer,2007,04:05,Rock,mp3,320.0
The National/Boxer/12 Gospel.mp3,Gospel,The National,Boxer,2007,04:29,Rock,mp3,320.0
The National/High Violet/01 Terrible Love.mp3,Terrible Love,The National,High Violet,2010,04:39,Indie Rock,mp3,320.0
The National/High Violet/02 Sorrow.mp3,Sorrow,The National,High Violet,2010,03:25,Indie Rock,mp3,320.0
The National/High Violet/03 Anyone's Ghost.mp3,Anyone's Ghost,The National,High Violet,2010,02:54,Indie Rock,mp3,320.0
The National/High Violet/04 Little Faith.mp3,Little Faith,The National,High Violet,2010,04:36,Indie Rock,mp3,320.0
The National/High Violet/05 Afraid of Everyone.mp3,Afraid of Everyone,The National,High Violet,2010,04:19,Indie Rock,mp3,320.0
The National/High Violet/06 Bloodbuzz Ohio.mp3,Bloodbuzz Ohio,The National,High Violet,2010,04:36,Indie Rock,mp3,320.0
The National/High Violet/07 Lemonworld.mp3,Lemonworld,The National,High Violet,2010,03:23,Indie Rock,mp3,320.0
The National/High Violet/08 Runaway.mp3,Runaway,The National,High Violet,2010,05:33,Indie Rock,mp3,320.0
The National/High Violet/09 Conversation 16.mp3,Conversation 16,The National,High Violet,2010,04:19,Indie Rock,mp3,320.0
The National/High Violet/10 England.mp3,England,The National,High Violet,2010,05:40,Indie Rock,mp3,320.0
The National/High Violet/11 Vanderlyle Crybaby Geeks.mp3,Vanderlyle Crybaby Geeks,The National,High Violet,2010,04:12,Indie Rock,mp3,320.0
The National/I Am Easy to Find/04 Oblivions.mp3,Oblivions,The National,I Am Easy to Find,2019,04:14,Alternative,mp3,320.0
The National/I Am Easy to Find/07 I Am Easy to Find.mp3,I Am Easy to Find,The National,I Am Easy to Find,2019,04:30,Alternative,mp3,320.0
The National/I Am Easy to Find/12 Dust Swirls in Strange Light.mp3,Dust Swirls in Strange Light,The National,I Am Easy to Find,2019,03:18,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/01 You Had Your Soul with You.mp3,You Had Your Soul with You,The National,I Am Easy to Find,2019,03:26,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/02 Quiet Light.mp3,Quiet Light,The National,I Am Easy to Find,2019,04:15,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/03 Roman Holiday.mp3,Roman Holiday,The National,I Am Easy to Find,2019,03:34,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/05 The Pull of You.mp3,The Pull of You,The National,I Am Easy to Find,2019,03:58,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/06 Hey Rosey.mp3,Hey Rosey,The National,I Am Easy to Find,2019,04:14,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/08 Her Father in the Pool.mp3,Her Father in the Pool,The National,I Am Easy to Find,2019,01:02,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/09 Where Is Her Head.mp3,Where Is Her Head,The National,I Am Easy to Find,2019,04:41,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/10 Not in Kansas.mp3,Not in Kansas,The National,I Am Easy to Find,2019,06:44,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/11 So Far So Fast.mp3,So Far So Fast,The National,I Am Easy to Find,2019,06:36,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/13 Hairpin Turns.mp3,Hairpin Turns,The National,I Am Easy to Find,2019,04:27,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/14 Rylan.mp3,Rylan,The National,I Am Easy to Find,2019,03:43,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/15 Underwater.mp3,Underwater,The National,I Am Easy to Find,2019,01:21,Alternative,mp3,320.0
The National/I Am Easy to Find/mp3/16 Light Years.mp3,Light Years,The National,I Am Easy to Find,2019,03:33,Alternative,mp3,320.0
The National/Trouble Will Find Me/01 I Should Live In Salt.mp3,I Should Live In Salt,The National,Trouble Will Find Me,2013,04:09,Pop,mp3,320.0
The National/Trouble Will Find Me/02 Demons.mp3,Demons,The National,Trouble Will Find Me,2013,03:32,Pop,mp3,320.0
The National/Trouble Will Find Me/03 Don't Swallow The Cap.mp3,Don't Swallow The Cap,The National,Trouble Will Find Me,2013,04:46,Pop,mp3,320.0
The National/Trouble Will Find Me/04 Fireproof.mp3,Fireproof,The National,Trouble Will Find Me,2013,02:59,Pop,mp3,320.0
The National/Trouble Will Find Me/05 Sea Of Love.mp3,Sea Of Love,The National,Trouble Will Find Me,2013,03:42,Pop,mp3,320.0
The National/Trouble Will Find Me/06 Heavenfaced.mp3,Heavenfaced,The National,Trouble Will Find Me,2013,04:24,Pop,mp3,320.0
The National/Trouble Will Find Me/07 This Is The Last Time.mp3,This Is The Last Time,The National,Trouble Will Find Me,2013,04:44,Pop,mp3,320.0
The National/Trouble Will Find Me/08 Graceless.mp3,Graceless,The National,Trouble Will Find Me,2013,04:36,Pop,mp3,320.0
The National/Trouble Will Find Me/09 Slipped.mp3,Slipped,The National,Trouble Will Find Me,2013,04:26,Pop,mp3,320.0
The National/Trouble Will Find Me/10 I Need My Girl.mp3,I Need My Girl,The National,Trouble Will Find Me,2013,04:06,Pop,mp3,320.0
The National/Trouble Will Find Me/11 Humiliation.mp3,Humiliation,The National,Trouble Will Find Me,2013,05:02,Pop,mp3,320.0
The National/Trouble Will Find Me/12 Pink Rabbits.mp3,Pink Rabbits,The National,Trouble Will Find Me,2013,04:37,Pop,mp3,320.0
The National/Trouble Will Find Me/13 Hard To Find.mp3,Hard To Find,The National,Trouble Will Find Me,2013,04:14,Pop,mp3,320.0
Two Door Cinema Club/Beacon/01 Next Year.mp3,Next Year,Two Door Cinema Club,Beacon,2012,04:11,Pop,mp3,320.0
Two Door Cinema Club/Beacon/02 Handshake.mp3,Handshake,Two Door Cinema Club,Beacon,2012,03:31,Pop,mp3,320.0
Two Door Cinema Club/Beacon/03 Wake Up.mp3,Wake Up,Two Door Cinema Club,Beacon,2012,03:45,Pop,mp3,320.0
Two Door Cinema Club/Beacon/04 Sun.mp3,Sun,Two Door Cinema Club,Beacon,2012,03:07,Pop,mp3,320.0
Two Door Cinema Club/Beacon/05 Someday.mp3,Someday,Two Door Cinema Club,Beacon,2012,03:43,Pop,mp3,320.0
Two Door Cinema Club/Beacon/06 Sleep Alone.mp3,Sleep Alone,Two Door Cinema Club,Beacon,2012,03:56,Pop,mp3,320.0
Two Door Cinema Club/Beacon/07 The World Is Watching (with Valentina).mp3,The World Is Watching (with Valentina),Two Door Cinema Club,Beacon,2012,03:36,Pop,mp3,320.0
Two Door Cinema Club/Beacon/08 Settle.mp3,Settle,Two Door Cinema Club,Beacon,2012,03:52,Pop,mp3,320.0
Two Door Cinema Club/Beacon/09 Spring.mp3,Spring,Two Door Cinema Club,Beacon,2012,03:24,Pop,mp3,320.0
Two Door Cinema Club/Beacon/10 Pyramid.mp3,Pyramid,Two Door Cinema Club,Beacon,2012,03:09,Pop,mp3,320.0
Two Door Cinema Club/Beacon/11 Beacon.mp3,Beacon,Two Door Cinema Club,Beacon,2012,03:24,Pop,mp3,320.0
Vampire Weekend/Contra/01 Horchata.mp3,Horchata,Vampire Weekend,Contra,2010,03:26,Indie Rock,mp3,320.0
Vampire Weekend/Contra/02 White Sky.mp3,White Sky,Vampire Weekend,Contra,2010,02:58,Indie Rock,mp3,320.0
Vampire Weekend/Contra/03 Holiday.mp3,Holiday,Vampire Weekend,Contra,2010,02:18,Indie Rock,mp3,320.0
Vampire Weekend/Contra/04 California English.mp3,California English,Vampire Weekend,Contra,2010,02:30,Indie Rock,mp3,320.0
Vampire Weekend/Contra/05 Taxi Cab.mp3,Taxi Cab,Vampire Weekend,Contra,2010,03:55,Indie Rock,mp3,320.0
Vampire Weekend/Contra/06 Run.mp3,Run,Vampire Weekend,Contra,2010,03:52,Indie Rock,mp3,320.0
Vampire Weekend/Contra/07 Cousins.mp3,Cousins,Vampire Weekend,Contra,2010,02:25,Indie Rock,mp3,320.0
Vampire Weekend/Contra/08 Giving Up The Gun.mp3,Giving Up The Gun,Vampire Weekend,Contra,2010,04:46,Indie Rock,mp3,320.0
Vampire Weekend/Contra/09 Dipomat's Son.mp3,Dipomat's Son,Vampire Weekend,Contra,2010,06:01,Indie Rock,mp3,320.0
Vampire Weekend/Contra/10 I Think Ur A Contra.mp3,I Think Ur A Contra,Vampire Weekend,Contra,2010,04:26,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/01 Obvious Bicycle.mp3,Obvious Bicycle,Vampire Weekend,Modern Vampires Of The City,2013,04:11,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/02 Unbelievers.mp3,Unbelievers,Vampire Weekend,Modern Vampires Of The City,2013,03:22,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/03 Step.mp3,Step,Vampire Weekend,Modern Vampires Of The City,2013,04:11,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/04 Diane Young.mp3,Diane Young,Vampire Weekend,Modern Vampires Of The City,2013,02:40,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/05 Don't Lie.mp3,Don't Lie,Vampire Weekend,Modern Vampires Of The City,2013,03:33,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/06 Hannah Hunt.mp3,Hannah Hunt,Vampire Weekend,Modern Vampires Of The City,2013,03:58,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/07 Everlasting Arms.mp3,Everlasting Arms,Vampire Weekend,Modern Vampires Of The City,2013,03:03,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/08 Finger Back.mp3,Finger Back,Vampire Weekend,Modern Vampires Of The City,2013,03:26,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/09 Worship You.mp3,Worship You,Vampire Weekend,Modern Vampires Of The City,2013,03:21,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/10 Ya Hey.mp3,Ya Hey,Vampire Weekend,Modern Vampires Of The City,2013,05:12,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/11 Hudson.mp3,Hudson,Vampire Weekend,Modern Vampires Of The City,2013,04:14,Indie Rock,mp3,320.0
Vampire Weekend/Modern Vampires Of The City/12 Young Lion.mp3,Young Lion,Vampire Weekend,Modern Vampires Of The City,2013,01:45,Indie Rock,mp3,320.0
Vampire Weekend/Vampire Weekend/01 Mansard Roof.mp3,Mansard Roof,Vampire Weekend,Vampire Weekend,2007,02:07,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/02 Oxford Comma.mp3,Oxford Comma,Vampire Weekend,Vampire Weekend,2007,03:24,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/03 A-Punk.mp3,A-Punk,Vampire Weekend,Vampire Weekend,2007,02:16,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/04 Cape Cod Kwassa Kwassa.mp3,Cape Cod Kwassa Kwassa,Vampire Weekend,Vampire Weekend,2007,03:37,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/05 Boston.mp3,Boston,Vampire Weekend,Vampire Weekend,2007,02:40,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/06 Campus.mp3,Campus,Vampire Weekend,Vampire Weekend,2007,02:55,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/07 One.mp3,One,Vampire Weekend,Vampire Weekend,2007,03:11,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/08 Bryn.mp3,Bryn,Vampire Weekend,Vampire Weekend,2007,02:11,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/09 Walcott.mp3,Walcott,Vampire Weekend,Vampire Weekend,2007,03:48,Indie-Rock,mp3,192.0
Vampire Weekend/Vampire Weekend/10 The Kids Don't Stand A Chance.mp3,The Kids Don't Stand A Chance,Vampire Weekend,Vampire Weekend,2007,04:03,Indie-Rock,mp3,192.0
Various Artists/Save Stereogum_ An '00s Covers Comp/01 Lucky (Britney Spears Cover) 2.mp3,Lucky (Britney Spears Cover),Illuminati Hotties,Save Stereogum: An '00s Covers Comp,2020,02:55,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/01 Lucky (Britney Spears Cover).mp3,Lucky (Britney Spears Cover),Illuminati Hotties,Save Stereogum: An '00s Covers Comp,2020,02:55,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/02 Maps (Yeah Yeah Yeahs Cover) 2.mp3,Maps (Yeah Yeah Yeahs Cover),Thou,Save Stereogum: An '00s Covers Comp,2020,03:52,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/02 Maps (Yeah Yeah Yeahs Cover).mp3,Maps (Yeah Yeah Yeahs Cover),Thou,Save Stereogum: An '00s Covers Comp,2020,03:52,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/03 Lips Of An Angel (Hinder Cover) 2.mp3,Lips Of An Angel (Hinder Cover),Lucy Dacus,Save Stereogum: An '00s Covers Comp,2020,04:04,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/03 Lips Of An Angel (Hinder Cover).mp3,Lips Of An Angel (Hinder Cover),Lucy Dacus,Save Stereogum: An '00s Covers Comp,2020,04:04,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/04 The Pains Of Being Pure At Heart (The Pains Of Being Pure At Heart Cover) 2.mp3,The Pains Of Being Pure At Heart (The Pains Of Being Pure At Heart Cover),Titus Andronicus,Save Stereogum: An '00s Covers Comp,2020,03:19,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/04 The Pains Of Being Pure At Heart (The Pains Of Being Pure At Heart Cover).mp3,The Pains Of Being Pure At Heart (The Pains Of Being Pure At Heart Cover),Titus Andronicus,Save Stereogum: An '00s Covers Comp,2020,03:19,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/05 You Said Something (PJ Harvey Cover) 2.mp3,You Said Something (PJ Harvey Cover),Waxahatchee,Save Stereogum: An '00s Covers Comp,2020,03:07,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/05 You Said Something (PJ Harvey Cover).mp3,You Said Something (PJ Harvey Cover),Waxahatchee,Save Stereogum: An '00s Covers Comp,2020,03:07,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/06 On My Mind (Damone Cover) 2.mp3,On My Mind (Damone Cover),Colleen Green (Feat. Emmett Miller),Save Stereogum: An '00s Covers Comp,2020,04:10,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/06 On My Mind (Damone Cover).mp3,On My Mind (Damone Cover),Colleen Green (Feat. Emmett Miller),Save Stereogum: An '00s Covers Comp,2020,04:10,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/07 No Intention (Dirty Projectors Cover) 2.mp3,No Intention (Dirty Projectors Cover),Twin Peaks & OHMME,Save Stereogum: An '00s Covers Comp,2020,04:28,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/07 No Intention (Dirty Projectors Cover).mp3,No Intention (Dirty Projectors Cover),Twin Peaks & OHMME,Save Stereogum: An '00s Covers Comp,2020,04:28,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/08 I'm On Standby (Grandaddy Cover) 2.mp3,I'm On Standby (Grandaddy Cover),Chris Farren,Save Stereogum: An '00s Covers Comp,2020,02:48,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/08 I'm On Standby (Grandaddy Cover).mp3,I'm On Standby (Grandaddy Cover),Chris Farren,Save Stereogum: An '00s Covers Comp,2020,02:48,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/09 Is This It (The Strokes Cover) 2.mp3,Is This It (The Strokes Cover),Hand Habits,Save Stereogum: An '00s Covers Comp,2020,02:23,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/09 Is This It (The Strokes Cover).mp3,Is This It (The Strokes Cover),Hand Habits,Save Stereogum: An '00s Covers Comp,2020,02:23,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/10 With Every Heartbeat (Robyn Cover) 2.mp3,With Every Heartbeat (Robyn Cover),Pure Bathing Culture,Save Stereogum: An '00s Covers Comp,2020,05:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/10 With Every Heartbeat (Robyn Cover).mp3,With Every Heartbeat (Robyn Cover),Pure Bathing Culture,Save Stereogum: An '00s Covers Comp,2020,05:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/11 Scatterbrain (Radiohead Cover) 2.mp3,Scatterbrain (Radiohead Cover),Car Seat Headrest,Save Stereogum: An '00s Covers Comp,2020,03:37,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/11 Scatterbrain (Radiohead Cover).mp3,Scatterbrain (Radiohead Cover),Car Seat Headrest,Save Stereogum: An '00s Covers Comp,2020,03:37,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/12 Hide And Seek (Imogen Heap Cover) 2.mp3,Hide And Seek (Imogen Heap Cover),Gordi,Save Stereogum: An '00s Covers Comp,2020,04:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/12 Hide And Seek (Imogen Heap Cover).mp3,Hide And Seek (Imogen Heap Cover),Gordi,Save Stereogum: An '00s Covers Comp,2020,04:16,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/13 Goodbye Girls (Broadcast Cover) 2.mp3,Goodbye Girls (Broadcast Cover),Wye Oak,Save Stereogum: An '00s Covers Comp,2020,03:21,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/13 Goodbye Girls (Broadcast Cover).mp3,Goodbye Girls (Broadcast Cover),Wye Oak,Save Stereogum: An '00s Covers Comp,2020,03:21,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/14 Tipsy (J-Kwon Cover) 2.mp3,Tipsy (J-Kwon Cover),Clipping,Save Stereogum: An '00s Covers Comp,2020,03:50,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/14 Tipsy (J-Kwon Cover).mp3,Tipsy (J-Kwon Cover),Clipping,Save Stereogum: An '00s Covers Comp,2020,03:50,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/15 Plea From A Cat Named Virtute (The Weakerthans Cover) 2.mp3,Plea From A Cat Named Virtute (The Weakerthans Cover),PUP,Save Stereogum: An '00s Covers Comp,2020,03:49,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/15 Plea From A Cat Named Virtute (The Weakerthans Cover).mp3,Plea From A Cat Named Virtute (The Weakerthans Cover),PUP,Save Stereogum: An '00s Covers Comp,2020,03:49,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/16 The Group Who Couldn't Say (Grandaddy Cover) 2.mp3,The Group Who Couldn't Say (Grandaddy Cover),Frankie Cosmos,Save Stereogum: An '00s Covers Comp,2020,03:31,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/16 The Group Who Couldn't Say (Grandaddy Cover).mp3,The Group Who Couldn't Say (Grandaddy Cover),Frankie Cosmos,Save Stereogum: An '00s Covers Comp,2020,03:31,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/17 An Honest Mistake (The Bravery Cover) 2.mp3,An Honest Mistake (The Bravery Cover),Shamir,Save Stereogum: An '00s Covers Comp,2020,04:28,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/17 An Honest Mistake (The Bravery Cover).mp3,An Honest Mistake (The Bravery Cover),Shamir,Save Stereogum: An '00s Covers Comp,2020,04:28,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/18 Shadowboxing (Ed Harcourt Cover) 2.mp3,Shadowboxing (Ed Harcourt Cover),Greg Dulli,Save Stereogum: An '00s Covers Comp,2020,02:54,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/18 Shadowboxing (Ed Harcourt Cover).mp3,Shadowboxing (Ed Harcourt Cover),Greg Dulli,Save Stereogum: An '00s Covers Comp,2020,02:54,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/19 Imitation Of Life (R.E.M. Cover) 2.mp3,Imitation Of Life (R.E.M. Cover),Strand Of Oaks,Save Stereogum: An '00s Covers Comp,2020,04:14,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/19 Imitation Of Life (R.E.M. Cover).mp3,Imitation Of Life (R.E.M. Cover),Strand Of Oaks,Save Stereogum: An '00s Covers Comp,2020,04:14,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/20 Jim Cain (Bill Callahan Cover) 2.mp3,Jim Cain (Bill Callahan Cover),Tomberlin (Feat. Harrison Whitford),Save Stereogum: An '00s Covers Comp,2020,04:18,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/20 Jim Cain (Bill Callahan Cover).mp3,Jim Cain (Bill Callahan Cover),Tomberlin (Feat. Harrison Whitford),Save Stereogum: An '00s Covers Comp,2020,04:18,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/21 Old Fools (The Magnetic Fields Cover) 2.mp3,Old Fools (The Magnetic Fields Cover),Nothing (Feat. Lexy Morte),Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/21 Old Fools (The Magnetic Fields Cover).mp3,Old Fools (The Magnetic Fields Cover),Nothing (Feat. Lexy Morte),Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/22 New Slang (The Shins Cover) 2.mp3,New Slang (The Shins Cover),Samantha Urbani,Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/22 New Slang (The Shins Cover).mp3,New Slang (The Shins Cover),Samantha Urbani,Save Stereogum: An '00s Covers Comp,2020,04:03,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/23 White Flag (Dido Cover) 2.mp3,White Flag (Dido Cover),The Natvral,Save Stereogum: An '00s Covers Comp,2020,04:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/23 White Flag (Dido Cover).mp3,White Flag (Dido Cover),The Natvral,Save Stereogum: An '00s Covers Comp,2020,04:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/24 Reign Of Love (Coldplay Cover) 2.mp3,Reign Of Love (Coldplay Cover),Wild Pink,Save Stereogum: An '00s Covers Comp,2020,02:55,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/24 Reign Of Love (Coldplay Cover).mp3,Reign Of Love (Coldplay Cover),Wild Pink,Save Stereogum: An '00s Covers Comp,2020,02:55,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/25 Can't Believe It (T-Pain Cover) 2.mp3,Can't Believe It (T-Pain Cover),Moses Sumney,Save Stereogum: An '00s Covers Comp,2020,04:50,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/25 Can't Believe It (T-Pain Cover).mp3,Can't Believe It (T-Pain Cover),Moses Sumney,Save Stereogum: An '00s Covers Comp,2020,04:50,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/26 Fallin' For You (Colbie Caillat Cover) 2.mp3,Fallin' For You (Colbie Caillat Cover),TOPS,Save Stereogum: An '00s Covers Comp,2020,03:42,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/26 Fallin' For You (Colbie Caillat Cover).mp3,Fallin' For You (Colbie Caillat Cover),TOPS,Save Stereogum: An '00s Covers Comp,2020,03:42,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/27 Heartbeat (Late Of The Pier Cover) 2.mp3,Heartbeat (Late Of The Pier Cover),Kero Kero Bonito,Save Stereogum: An '00s Covers Comp,2020,03:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/27 Heartbeat (Late Of The Pier Cover).mp3,Heartbeat (Late Of The Pier Cover),Kero Kero Bonito,Save Stereogum: An '00s Covers Comp,2020,03:02,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/28 Hollaback Girl (Gwen Stefani Cover) 2.mp3,Hollaback Girl (Gwen Stefani Cover),Charly Bliss,Save Stereogum: An '00s Covers Comp,2020,03:38,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/28 Hollaback Girl (Gwen Stefani Cover).mp3,Hollaback Girl (Gwen Stefani Cover),Charly Bliss,Save Stereogum: An '00s Covers Comp,2020,03:38,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/29 Heartbroken (T2 Cover) 2.mp3,Heartbroken (T2 Cover),Wet,Save Stereogum: An '00s Covers Comp,2020,03:27,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/29 Heartbroken (T2 Cover).mp3,Heartbroken (T2 Cover),Wet,Save Stereogum: An '00s Covers Comp,2020,03:27,Unavailable,mp3,320.0
Various Artists/Save Stereogum_ An '00s Covers Comp/30 Such A Fool (22-20s Cover) 2.mp3,Such A Fool (22-20s Cover),El-P,Save Stereogum: An '00s Covers Comp,2020,02:31,Unavailable,mp3,320.0
